,symbol,name,price,exchange
15952,PPP.L,Pennpetro Energy PLC,27.5,LSE
15953,PPS.L,Proton Motor Power Systems PLC,67.0,LSE
15954,PRD.L,Predator Oil & Gas Holdings PLC,13.5,LSE
15955,PREM.L,Premier African Minerals Ltd,0.176,LSE
15956,PRES.L,Pressure Technologies PLC,88.5,LSE
15957,PRIM.L,Primorus Investments PLC,4.725,LSE
15958,PRM.L,Proteome Sciences PLC,6.725,LSE
15959,PRP.L,Prime People PLC,69.0,LSE
15960,PRSM.L,Blue Prism Group PLC,1219.0,LSE
15961,PRSR.L,PRS Reit PLC,96.6,LSE
15962,PRTC.L,PureTech Health PLC,395.5,LSE
15963,PRU.L,Prudential PLC,1538.0,LSE
15964,PRV.L,Porvair PLC,555.0,LSE
15965,PSDL.L,Phoenix Spree Deutschland Ltd,365.0,LSE
15966,PSH.L,Pershing Square Holdings Ltd,2705.0,LSE
15967,PSHD.L,Pershing Square Holdings Ltd,37.9,LSE
15968,PSN.L,Persimmon PLC,3144.0,LSE
15969,PSON.L,Pearson PLC,827.8,LSE
15970,PTAL.L,Petrotal Corp,16.25,LSE
15971,PTD.L,Pittards PLC,49.0,LSE
15972,PTEC.L,Playtech PLC,463.0,LSE
15973,PTR.L,Petroneft Resources PLC,2.8,LSE
15974,PTRO.L,Pelatro PLC,57.0,LSE
15975,PTY.L,Parity Group PLC,10.0,LSE
15976,PUR.L,Pure Gold Mining Inc,72.2,LSE
15977,PURP.L,Purplebricks Group PLC,105.0,LSE
15978,PVN.L,Proven Vct PLC,70.0,LSE
15979,PVR.L,Providence Resources PLC,3.45,LSE
15980,PXC.L,Phoenix Copper Ltd,37.5,LSE
15981,PXS.L,Provexis PLC,0.975,LSE
15982,PYC.L,Physiomics PLC,6.55,LSE
15983,PZC.L,PZ Cussons PLC,261.0,LSE
15984,QFI.L,Quadrise Fuels International PLC,5.25,LSE
15985,QLT.L,Quilter PLC,161.4,LSE
15986,QQ..L,Qinetiq Group PLC,0.0,LSE
15987,QRT.L,Quarto Group Inc,77.5,LSE
15988,QTX.L,Quartix Holdings PLC,490.0,LSE
15989,QUIZ.L,QUIZ PLC,11.65,LSE
15990,QXT.L,Quixant PLC,143.5,LSE
15991,RAI.L,RA International Group PLC,46.5,LSE
15992,RAT.L,Rathbone Brothers PLC,1700.0,LSE
15993,RAV.L,Raven Property Group Ltd,28.8,LSE
15994,RB..L,Reckitt Benckiser Group PLC,0.0,LSE
15995,RBD.L,Reabold Resources PLC,0.69,LSE
15996,RBG.L,Revolution Bars Group PLC,29.0,LSE
15997,RBGP.L,RBG Holdings PLC,135.5,LSE
15998,RBN.L,Robinson PLC,152.5,LSE
15999,RBW.L,Rainbow Rare Earths Ltd,16.55,LSE
16000,RCDO.L,Ricardo PLC,423.0,LSE
16001,RCH.L,Reach PLC,219.5,LSE
16002,RCN.L,Redcentric PLC,138.75,LSE
16003,RCOI.L,Riverstone Credit Opportunities Income PLC,0.87,LSE
16004,RCP.L,RIT Capital Partners PLC,2450.0,LSE
16005,RDI.L,RDI Reit PLC,121.4,LSE
16006,RDSA.L,Royal Dutch Shell PLC,1382.2,LSE
16007,RDT.L,Rosslyn Data Technologies PLC,6.25,LSE
16008,RDW.L,Redrow PLC,690.0,LSE
16009,RE..L,R.E.A Holdings PLC,0.0,LSE
16010,REAT.L,React Group PLC,3.1,LSE
16011,REC.L,Record PLC,86.3,LSE
16012,RECI.L,Real Estate Credit Investments Ltd,142.0,LSE
16013,REDD.L,Redde Northgate PLC,357.0,LSE
16014,REDX.L,Redx Pharma PLC,66.5,LSE
16015,REL.L,Relx PLC,1927.5,LSE
16016,RENE.L,ReNeuron Group PLC,144.5,LSE
16017,RENX.L,Renalytix AI PLC,1130.0,LSE
16018,RESI.L,Residential Secure Income PLC,98.0,LSE
16019,RFX.L,Ramsdens Holdings PLC,166.0,LSE
16020,RGD.L,Real Good Food PLC,2.65,LSE
16021,RGL.L,Regional REIT Ltd,83.1,LSE
16022,RGO.L,Riverfort Global Opportunities PLC,1.75,LSE
16023,RGP.L,Ross Group PLC,2.35,LSE
16024,RHIM.L,RHI Magnesita NV,4700.0,LSE
16025,RICA.L,Ruffer Investment Company Ltd,284.5,LSE
16026,RICO.L,Ricoh Co Ltd,1182.0,LSE
16027,RIII.L,Rights and Issues Investment Trust PLC,2480.0,LSE
16028,RIO.L,Rio Tinto PLC,6167.0,LSE
16029,RIV.L,River and Mercantile Group PLC,208.0,LSE
16030,RKH.L,Rockhopper Exploration PLC,8.79,LSE
16031,RLE.L,Real Estate Investors PLC,37.0,LSE
16032,RM..L,RM PLC,0.0,LSE
16033,RMDL.L,RM Secured Direct Lending PLC,90.0,LSE
16034,RMG.L,Royal Mail PLC,505.0,LSE
16035,RMM.L,Rambler Metals and Mining PLC,0.6,LSE
16036,RMMC.L,River and Mercantile UK Micro Cap Investment Company Ltd,297.0,LSE
16037,RMS.L,Remote Monitored Systems PLC,1.5,LSE
16038,RMV.L,Rightmove PLC,611.8,LSE
16039,RNK.L,Rank Group PLC,193.6,LSE
16040,RNO.L,Renold PLC,23.85,LSE
16041,RNWH.L,Renew Holdings PLC,634.0,LSE
16042,ROCK.L,Rockfire Resources PLC,0.875,LSE
16043,ROL.L,Rotala PLC,30.0,LSE
16044,ROR.L,Rotork PLC,358.2,LSE
16045,RPS.L,RPS Group PLC,94.0,LSE
16046,RQIH.L,Randall & Quilter Investment Holdings Ltd,169.0,LSE
16047,RR..L,Rolls-Royce Holdings PLC,0.0,LSE
16048,RRR.L,Red Rock Resources PLC,0.875,LSE
16049,RSA.L,RSA Insurance Group PLC,682.4,LSE
16050,RSE.L,Riverstone Energy Ltd,287.0,LSE
16051,RSG.L,Resolute Mining Ltd,26.25,LSE
16052,RST.L,Restore PLC,390.0,LSE
16053,RSW.L,Renishaw PLC,6385.0,LSE
16054,RTC.L,RTC Group PLC,46.5,LSE
16055,RTN.L,Restaurant Group PLC,126.6,LSE
16056,RTO.L,Rentokil Initial PLC,509.6,LSE
16057,RTW.L,RTW Venture Fund Ltd,2.08,LSE
16058,RUA.L,Rua Life Sciences PLC,139.5,LSE
16059,RUR.L,Rurelec PLC,0.825,LSE
16060,RWA.L,Robert Walters Plc,678.0,LSE
16061,RWI.L,Renewi PLC,49.95,LSE
16062,RWS.L,RWS Holdings PLC,680.0,LSE
16063,RYA.L,Ryanair Holdings PLC,16.62,LSE
16064,S32.L,South32 Ltd,161.6,LSE
16065,SAA.L,M&C Saatchi PLC,136.5,LSE
16066,SAE.L,SIMEC Atlantis Energy Ltd,8.25,LSE
16067,SAFE.L,Safestore Holdings PLC,843.0,LSE
16068,SAG.L,Science Group PLC,355.0,LSE
16069,SAGA.L,Saga PLC,389.2,LSE
16070,SAIN.L,Scottish American Investment Company P L C,488.0,LSE
16071,SAL.L,Spaceandpeople PLC,10.75,LSE
16072,SAR.L,Sareum Holdings PLC,2.35,LSE
16073,SAV.L,Savannah Resources Plc,4.02,LSE
16074,SAVE.L,Savannah Energy PLC,17.7,LSE
16075,SBRE.L,Sabre Insurance Group PLC,256.0,LSE
16076,SBRY.L,J Sainsbury PLC,235.0,LSE
16077,SBTX.L,SkinBioTherapeutics PLC,64.0,LSE
16078,SCE.L,Surface Transforms PLC,66.0,LSE
16079,SCF.L,Schroder Income Growth Fund PLC,304.5,LSE
16080,SCGL.L,Sealand Capital Galaxy Ltd,1.6,LSE
16081,SCHO.L,Scholium Group PLC,35.0,LSE
16082,SCIN.L,Scottish Investment Trust PLC,767.0,LSE
16083,SCLP.L,Scancell Holdings PLC,21.5,LSE
16084,SCP.L,Schroder UK Mid Cap Fund PLC,703.0,LSE
16085,SCPA.L,Scapa Group PLC,214.5,LSE
16086,SCRF.L,SME Credit Realisation Fund Ltd,74.0,LSE
16087,SCS.L,SCS Group PLC,260.0,LSE
16088,SCT.L,Softcat PLC,1880.0,LSE
16089,SDI.L,SDI Group PLC,179.0,LSE
16090,SDP.L,Schroder Asiapacific Fund PLC,635.0,LSE
16091,SDR.L,Schroders PLC,3561.0,LSE
16092,SDRY.L,Superdry PLC,289.5,LSE
16093,SDV.L,Chelverton UK Dividend Trust PLC,216.0,LSE
16094,SDVP.L,SDV 2025 ZDP PLC,116.0,LSE
16095,SDX.L,SDX Energy PLC,17.5,LSE
16096,SDY.L,Speedy Hire PLC,75.6,LSE
16097,SEC.L,Strategic Equity Capital PLC,288.0,LSE
16098,SEE.L,Seeing Machines Ltd,11.1,LSE
16099,SEEN.L,SEEEN PLC,45.5,LSE
16100,SEFA.L,Shefa Gems Ltd,2.2,LSE
16101,SEIT.L,Sdcl Energy Efficiency Income Trust PLC,112.5,LSE
16102,SENS.L,Sensyne Health PLC,167.0,LSE
16103,SENX.L,Serinus Energy PLC,3.1,LSE
16104,SEPL.L,Seplat Petroleum Development Company PLC,82.0,LSE
16105,SEQI.L,Sequoia Economic Infrastructure Income Fund Ltd,107.0,LSE
16106,SERE.L,Schroder European Real Estate Investment Trust PLC,102.5,LSE
16107,SEY.L,Sterling Energy PLC,16.65,LSE
16108,SFE.L,Safestyle UK PLC,65.8,LSE
16109,SFOR.L,S4 Capital PLC,560.0,LSE
16110,SFR.L,Severfield PLC,80.0,LSE
16111,SGC.L,Stagecoach Group PLC,91.95,LSE
16112,SGE.L,Sage Group PLC,638.0,LSE
16113,SGEM.L,Scotgems PLC,76.5,LSE
16114,SGI.L,Stanley Gibbons Group PLC,3.0,LSE
16115,SGLN.L,Ishares Physical Metals PLC,2490.5,LSE
16116,SGM.L,Sigma Capital Group PLC,147.5,LSE
16117,SGRO.L,SEGRO PLC,998.8,LSE
16118,SGZ.L,Scotgold Resources Ltd,51.0,LSE
16119,SHB.L,Shaftesbury PLC,628.5,LSE
16120,SHED.L,Urban Logistics Reit PLC,155.0,LSE
16121,SHG.L,Shanta Gold Ltd,14.0,LSE
16122,SHI.L,SIG PLC,49.02,LSE
16123,SHIP.L,Tufton Oceanic Assets Ltd,1.055,LSE
16124,SHOE.L,Shoe Zone PLC,71.0,LSE
16125,SHRS.L,Shires Income PLC,264.0,LSE
16126,SIG.L,Signature Aviation PLC,401.4,LSE
16127,SIGB.L,Sherborne Investors (Guernsey) B Ltd,10.5,LSE
16128,SIGC.L,Sherborne Investors (Guernsey) C Ltd,55.0,LSE
16129,SIGT.L,Seneca Global Income & Growth Trust PLC,178.5,LSE
16130,SIHL.L,Symphony International Holdings Ltd,0.375,LSE
16131,SIM.L,Simigon Ltd,5.5,LSE
16132,SIR.L,Secure Income REIT Plc,374.5,LSE
16133,SIS.L,Science in Sport PLC,63.0,LSE
16134,SIXH.L,600 Group PLC,11.25,LSE
16135,SJG.L,Schroder Japan Growth Fund PLC,207.5,LSE
16136,SJH.L,St James House PLC,50.0,LSE
16137,SKG.L,Smurfit Kappa Group PLC,3478.0,LSE
16138,SLA.L,Standard Life Aberdeen PLC,273.1,LSE
16139,SLE.L,San Leon Energy PLC,38.35,LSE
16140,SLI.L,Standard Life Investments Property Income Trust Ltd,67.5,LSE
16141,SLN.L,Silence Therapeutics PLC,595.0,LSE
16142,SLNG.L,H C Slingsby PLC,235.0,LSE
16143,SLP.L,Sylvania Platinum Ltd,120.4,LSE
16144,SLPE.L,Standard Life Private Equity Trust PLC,465.0,LSE
16145,SLS.L,Standard Life UK Smaller Companies Trust PLC,661.0,LSE
16146,SMDS.L,DS Smith PLC,413.8,LSE
16147,SMIF.L,TwentyFour Select Monthly Income Fund Ltd,97.0,LSE
16148,SMIN.L,Smiths Group PLC,1638.5,LSE
16149,SMJ.L,J Smart & Co (Contractors) PLC,123.5,LSE
16150,SML.L,Strategic Minerals PLC,0.403,LSE
16151,SMP.L,St Modwen Properties PLC,425.0,LSE
16152,SMRT.L,Smartspace Software PLC,138.5,LSE
16153,SMS.L,Smart Metering Systems PLC,825.0,LSE
16154,SMT.L,Scottish Mortgage Investment Trust PLC,1277.0,LSE
16155,SMWH.L,WH Smith PLC,1883.0,LSE
16156,SN..L,Smith & Nephew PLC,0.0,LSE
16157,SNG.L,Synairgen PLC,142.2,LSE
16158,SNN.L,Sanne Group PLC,646.0,LSE
16159,SNR.L,Senior PLC,111.9,LSE
16160,SNX.L,Synectics PLC,137.5,LSE
16161,SO4.L,Salt Lake Potash Ltd,24.0,LSE
16162,SOHO.L,Triple Point Social Housing REIT PLC,104.4,LSE
16163,SOLG.L,SolGold PLC,28.3,LSE
16164,SOLI.L,Solid State PLC,895.0,LSE
16165,SOM.L,Somero Enterprises Inc,416.0,LSE
16166,SOND.L,Hipgnosis Songs Fund Ltd,1.71,LSE
16167,SONG.L,Hipgnosis Songs Fund Ltd,124.4,LSE
16168,SOS.L,Sosandar PLC,22.75,LSE
16169,SOU.L,Sound Energy PLC,2.25,LSE
16170,SPA.L,1Spatial PLC,43.5,LSE
16171,SPDI.L,Secure Property Development & Investment PLC,5.25,LSE
16172,SPE.L,Sopheon PLC,850.0,LSE
16173,SPEC.L,Inspecs Group PLC,399.0,LSE
16174,SPI.L,Spire Healthcare Group PLC,196.0,LSE
16175,SPO.L,Sportech PLC,30.0,LSE
16176,SPPC.L,St Peter Port Capital Ltd,3.5,LSE
16177,SPR.L,Springfield Properties PLC,155.0,LSE
16178,SPSY.L,Spectra Systems Corp,185.0,LSE
16179,SPT.L,Spirent Communications plc,257.2,LSE
16180,SPX.L,Spirax-Sarco Engineering PLC,12065.0,LSE
16181,SQZ.L,Serica Energy PLC,120.2,LSE
16182,SRB.L,Serabi Gold PLC,69.0,LSE
16183,SRC.L,Sigmaroc PLC,83.5,LSE
16184,SRE.L,Sirius Real Estate Ltd,98.7,LSE
16185,SREI.L,Schroder Real Estate Investment Trust Ltd,43.8,LSE
16186,SRES.L,Sunrise Resources Plc,0.21,LSE
16187,SRP.L,Serco Group PLC,145.0,LSE
16188,SRT.L,SRT Marine Systems PLC,37.0,LSE
16189,SSE.L,SSE PLC,1465.0,LSE
16190,SSIF.L,Secured Income Fund PLC,59.0,LSE
16191,SSON.L,Smithson Investment Trust PLC,1776.0,LSE
16192,SSPG.L,SSP Group PLC,318.5,LSE
16193,SST.L,Scottish Oriental Smaller Companies Trust PLC,1012.5,LSE
16194,SSTY.L,Safestay PLC,19.5,LSE
16195,STA.L,Star Phoenix Group Ltd,1.55,LSE
16196,STAF.L,Staffline Group PLC,72.6,LSE
16197,STAN.L,Standard Chartered PLC,493.8,LSE
16198,STAR.L,Starcom PLC,0.8,LSE
16199,STB.L,Secure Trust Bank PLC,1150.0,LSE
16200,STCK.L,Stock Spirits Group PLC,270.0,LSE
16201,STCM.L,Steppe Cement Ltd,46.0,LSE
16202,STEM.L,SThree PLC,395.0,LSE
16203,STJ.L,St. James's Place PLC,1323.5,LSE
16204,STM.L,STM Group PLC,30.5,LSE
16205,STP.L,Stenprop Ltd,150.0,LSE
16206,STS.L,Securities Trust Of Scotland PLC,205.5,LSE
16207,STU.L,Studio Retail Group PLC,291.0,LSE
16208,STVG.L,STV Group PLC,349.5,LSE
16209,STX.L,Shield Therapeutics PLC,45.5,LSE
16210,SUH.L,Sutton Harbour Group PLC,26.5,LSE
16211,SUMO.L,Sumo Group PLC,353.0,LSE
16212,SUN.L,Surgical Innovations Group PLC,3.4,LSE
16213,SUPP.L,Schroder UK Public Private Trust PLC,31.3,LSE
16214,SUPR.L,Supermarket Income REIT PLC,112.5,LSE
16215,SUR.L,Sureserve Group PLC,79.0,LSE
16216,SURE.L,Sure Ventures PLC,110.0,LSE
16217,SUS.L,S&U PLC,2520.0,LSE
16218,SVE.L,Starvest PLC,18.5,LSE
16219,SVM.L,SVM UK Emerging Fund PLC,100.5,LSE
16220,SVS.L,Savills PLC,1186.0,LSE
16221,SVT.L,Severn Trent PLC,2440.0,LSE
16222,SWC.L,Summerway Capital PLC,200.0,LSE
16223,SWEF.L,Starwood European Real Estate Finance Ltd,92.0,LSE
16224,SWG.L,Shearwater Group PLC,174.5,LSE
16225,SXS.L,Spectris PLC,3288.0,LSE
16226,SYM.L,Symphony Environmental Technologies PLC,23.75,LSE
16227,SYME.L,Supply@Me Capital PLC,0.368,LSE
16228,SYNC.L,Syncona Ltd,225.5,LSE
16229,SYNT.L,Synthomer PLC,505.0,LSE
16230,SYS.L,SysGroup PLC,49.0,LSE
16231,SYS1.L,System1 Group PLC,236.0,LSE
16232,TAM.L,Tatton Asset Management PLC,415.0,LSE
16233,TAN.L,Tanfield Group PLC,2.59,LSE
16234,TAST.L,Tasty PLC,7.25,LSE
16235,TATE.L,Tate & Lyle PLC,787.2,LSE
16236,TAVI.L,Tavistock Investments PLC,2.5,LSE
16237,TBCG.L,TBC Bank Group PLC,1042.0,LSE
16238,TCAP.L,TP ICAP PLC,241.0,LSE
16239,TCM.L,Telit Communications PLC,206.5,LSE
16240,TCN.L,Tricorn Group PLC,7.75,LSE
16241,TED.L,Ted Baker PLC,164.0,LSE
16242,TEG.L,Ten Entertainment Group PLC,238.0,LSE
16243,TEK.L,Tekcapital PLC,11.85,LSE
16244,TEM.L,Templeton Emerging Markets Investment Trust PLC,1030.0,LSE
16245,TENG.L,Ten Lifestyle Group PLC,96.25,LSE
16246,TEP.L,Telecom Plus PLC,1268.0,LSE
16247,TERN.L,Tern PLC,13.25,LSE
16248,TET.L,Treatt PLC,1170.0,LSE
16249,TFG.L,Tetragon Financial Group Ltd,9.85,LSE
16250,TFGS.L,Tetragon Financial Group Ltd,712.5,LSE
16251,TFIF.L,TwentyFour Income Fund Ltd,107.0,LSE
16252,TFW.L,FW Thorpe PLC,379.0,LSE
16253,TGL.L,TransGlobe Energy Corp,112.5,LSE
16254,TGP.L,Tekmar Group PLC,63.6,LSE
16255,THAL.L,Thalassa Holdings Ltd,64.5,LSE
16256,THR.L,Thor Mining PLC,0.775,LSE
16257,THRG.L,BlackRock Throgmorton Trust plc,881.0,LSE
16258,THRL.L,Target Healthcare REIT PLC,116.4,LSE
16259,THRU.L,Thruvision Group PLC,24.0,LSE
16260,THS.L,Tharisa PLC,150.0,LSE
16261,TI1.L,Trian Investors 1 Ltd,118.0,LSE
16262,TIDE.L,Crimson Tide PLC,3.9,LSE
16263,TIFS.L,TI Fluid Systems PLC,306.0,LSE
16264,TIGT.L,Troy Income & Growth Trust PLC,74.9,LSE
16265,TILS.L,Tiziana Life Sciences PLC,88.4,LSE
16266,TIR.L,Tiger Royalties and Investments PLC,0.575,LSE
16267,TKO.L,Taseko Mines Ltd,150.0,LSE
16268,TLOU.L,Tlou Energy Ltd,3.075,LSE
16269,TLW.L,Tullow Oil PLC,49.67,LSE
16270,TLY.L,Totally PLC,39.25,LSE
16271,TM17.L,Team17 Group PLC,800.0,LSE
16272,TMG.L,Mission Group PLC,87.5,LSE
16273,TMO.L,Time Out Group PLC,54.0,LSE
16274,TMPL.L,Temple Bar Investment Trust PLC,1130.0,LSE
16275,TMT.L,TMT Investments PLC,9.05,LSE
16276,TND.L,Tandem Group PLC,665.0,LSE
16277,TOM.L,TomCo Energy PLC,0.51,LSE
16278,TON.L,Titon Holdings PLC,124.0,LSE
16279,TOOP.L,Toople PLC,0.07,LSE
16280,TORO.L,Chenavari Toro Income Fund Ltd,0.535,LSE
16281,TOT.L,Total Produce PLC,176.5,LSE
16282,TOWN.L,Town Centre Securities PLC,130.75,LSE
16283,TPFG.L,Property Franchise Group PLC,234.0,LSE
16284,TPG.L,TP Group PLC,5.75,LSE
16285,TPK.L,Travis Perkins PLC,1415.0,LSE
16286,TPOS.L,Third Point Offshore Investors Ltd,1800.0,LSE
16287,TPOU.L,Third Point Offshore Investors Ltd,25.0,LSE
16288,TPT.L,Topps Tiles PLC,70.2,LSE
16289,TPX.L,Panoply Holdings PLC,270.0,LSE
16290,TRAF.L,Trafalgar Property Group PLC,1.15,LSE
16291,TRAK.L,Trakm8 Holdings PLC,16.75,LSE
16292,TRB.L,Tribal Group PLC,102.0,LSE
16293,TRCS.L,Tracsis PLC,840.0,LSE
16294,TRD.L,Triad Group PLC,125.0,LSE
16295,TREE.L,Cambium Global Timberland Ltd,5.5,LSE
16296,TRG.L,TR European Growth Trust PLC,1485.0,LSE
16297,TRI.L,Trifast PLC,161.0,LSE
16298,TRIG.L,Renewables Infrastructure Group Ltd,124.6,LSE
16299,TRIN.L,Trinity Exploration and Production PLC,12.25,LSE
16300,TRMR.L,Tremor International Ltd,710.0,LSE
16301,TRN.L,Trainline PLC,459.0,LSE
16302,TRP.L,Tower Resources PLC,0.305,LSE
16303,TRR.L,Trident Royalties PLC,34.5,LSE
16304,TRT.L,Transense Technologies PLC,90.0,LSE
16305,TRU.L,TruFin PLC,92.5,LSE
16306,TRX.L,Tissue Regenix Group PLC,0.55,LSE
16307,TRY.L,TR Property Investment Trust PLC,423.5,LSE
16308,TSCO.L,Tesco PLC,219.7,LSE
16309,TSG.L,Trans-Siberian Gold PLC,114.5,LSE
16310,TSL.L,Thinksmart Ltd,73.5,LSE
16311,TST.L,Touchstar PLC,76.5,LSE
16312,TSTL.L,Tristel PLC,575.0,LSE
16313,TTA.L,Total SE,38.14,LSE
16314,TTG.L,TT electronics PLC,238.0,LSE
16315,TUI.L,Tui AG,431.4,LSE
16316,TUNE.L,Focusrite PLC,1240.0,LSE
16317,TUNG.L,Tungsten Corp PLC,31.8,LSE
16318,TW..L,Taylor Wimpey PLC,0.0,LSE
16319,TWD.L,Trackwise Designs PLC,230.0,LSE
16320,TXP.L,Touchstone Exploration Inc,98.5,LSE
16321,TYM.L,Tertiary Minerals PLC,0.335,LSE
16322,TYMN.L,Tyman PLC,429.0,LSE
16323,TYT.L,Toyota Motor Corp,8213.44,LSE
16324,UAI.L,U and I Group PLC,94.0,LSE
16325,UAV.L,Unicorn AIM VCT PLC,202.0,LSE
16326,UDG.L,UDG Healthcare plc,846.5,LSE
16327,UEM.L,Utilico Emerging Markets Trust PLC,205.5,LSE
16328,UEX.L,Urban Exposure PLC,68.0,LSE
16329,UFO.L,Alien Metals Ltd,1.225,LSE
16330,UJO.L,Union Jack Oil PLC,36.5,LSE
16331,UKCM.L,UK Commercial Property REIT Ltd,78.4,LSE
16332,UKML.L,UK Mortgages Ltd,72.0,LSE
16333,UKOG.L,UK Oil & Gas PLC,0.224,LSE
16334,UKR.L,Ukrproduct Group Ltd,5.5,LSE
16335,UKW.L,Greencoat UK Wind PLC,132.2,LSE
16336,ULE.L,Ultra Electronics Holdings PLC,2026.0,LSE
16337,ULS.L,ULS Technology PLC,81.0,LSE
16338,ULVR.L,Unilever PLC,4077.5,LSE
16339,UNG.L,Universe Group PLC,6.4,LSE
16340,UOG.L,United Oil & Gas PLC,4.98,LSE
16341,UPGS.L,UP Global Sourcing Holdings PLC,154.75,LSE
16342,UPL.L,Upland Resources Ltd,0.825,LSE
16343,UPR.L,Uniphar Group Plc,250.0,LSE
16344,URU.L,URU Metals Ltd,305.0,LSE
16345,USA.L,Baillie Gifford US Growth Trust PLC,340.0,LSE
16346,USF.L,US Solar Fund PLC,1.02,LSE
16347,USFP.L,US Solar Fund PLC,74.0,LSE
16348,UTG.L,Unite Group PLC,1156.5,LSE
16349,UTL.L,UIL Ltd,233.0,LSE
16350,UU..L,United Utilities Group PLC,0.0,LSE
16351,UVEL.L,Univision Engineering Ltd,1.65,LSE
16352,VAL.L,ValiRx PLC,20.5,LSE
16353,VANL.L,Van Elle Holdings PLC,48.5,LSE
16354,VAST.L,Vast Resources PLC,0.105,LSE
16355,VCBC.L,Vertu Capital Ltd,1.05,LSE
16356,VCP.L,Victoria PLC,950.0,LSE
16357,VCT.L,Victrex PLC,2354.0,LSE
16358,VDTK.L,Verditek PLC,3.95,LSE
16359,VEC.L,Vectura Group PLC,112.2,LSE
16360,VEIL.L,Vietnam Enterprise Investments Limited,627.0,LSE
16361,VEL.L,Velocity Composites PLC,20.5,LSE
16362,VELA.L,Vela Technologies PLC,0.0775,LSE
16363,VEN.L,Ventus VCT PLC,112.5,LSE
16364,VEN2.L,Ventus 2 VCT PLC,80.0,LSE
16365,VGAS.L,Volga Gas PLC,23.5,LSE
16366,VLE.L,Volvere PLC,1500.0,LSE
16367,VLG.L,Venture Life Group PLC,86.8,LSE
16368,VLS.L,Velocys PLC,6.44,LSE
16369,VLU.L,Valeura Energy Inc,29.0,LSE
16370,VLX.L,Volex PLC,346.5,LSE
16371,VMUK.L,Virgin Money UK PLC,202.4,LSE
16372,VNET.L,Vianet Group PLC,104.0,LSE
16373,VNH.L,Vietnam Holding Ltd,208.0,LSE
16374,VOD.L,Vodafone Group PLC,135.14,LSE
16375,VOF.L,VinaCapital Vietnam Opportunity Fund Ltd,451.5,LSE
16376,VOG.L,Victoria Oil & Gas PLC,5.35,LSE
16377,VP..L,VP PLC,0.0,LSE
16378,VRE.L,VR Education Holdings PLC,14.0,LSE
16379,VRS.L,Versarien PLC,36.75,LSE
16380,VSL.L,VPC Specialty Lending Investments PLC,86.5,LSE
16381,VSVS.L,Vesuvius PLC,548.0,LSE
16382,VTA.L,Volta Finance Ltd,6.025,LSE
16383,VTAS.L,Volta Finance Ltd,532.5,LSE
16384,VTC.L,Vitec Group Plc,1315.0,LSE
16385,VTU.L,Vertu Motors PLC,46.0,LSE
16386,VTY.L,Vistry Group PLC,1245.0,LSE
16387,VVO.L,Vivo Energy PLC,100.4,LSE
16388,W7L.L,Warpaint London PLC,124.0,LSE
16389,WAND.L,WANdisco PLC,469.0,LSE
16390,WATR.L,Water Intelligence PLC,915.0,LSE
16391,WBI.L,Woodbois Ltd,6.9,LSE
16392,WCW.L,Walker Crips Group PLC,27.5,LSE
16393,WEB.L,Webis Holding PLC,4.55,LSE
16394,WEIR.L,Weir Group PLC,1942.0,LSE
16395,WEN.L,Wentworth Resources PLC,24.0,LSE
16396,WEY.L,Wey Education PLC,47.0,LSE
16397,WG..L,John Wood Group PLC,0.0,LSE
16398,WHI.L,WH Ireland Group PLC,57.0,LSE
16399,WHR.L,Warehouse REIT PLC,132.2,LSE
16400,WIL.L,Wilmington PLC,191.0,LSE
16401,WIN.L,Wincanton PLC,430.0,LSE
16402,WINE.L,Naked Wines PLC,822.0,LSE
16403,WINK.L,M Winkworth PLC,170.0,LSE
16404,WINV.L,Worsley Investors Ltd,29.4,LSE
16405,WIZZ.L,Wizz Air Holdings PLC,4782.0,LSE
16406,WJA.L,Wameja Ltd,5.9,LSE
16407,WJG.L,Watkin Jones PLC,244.0,LSE
16408,WKOF.L,Weiss Korea Opportunity Fund Ltd,275.0,LSE
16409,WKP.L,Workspace Group PLC,811.5,LSE
16410,WMH.L,William Hill PLC,271.8,LSE
16411,WOSG.L,Watches of Switzerland Group PLC,736.0,LSE
16412,WPHO.L,Windar Photonics PLC,42.5,LSE
16413,WPP.L,WPP PLC,991.6,LSE
16414,WRES.L,W Resources PLC,9.75,LSE
16415,WRKS.L,Works co uk PLC,59.3,LSE
16416,WSBN.L,Wishbone Gold PLC,10.75,LSE
16417,WSG.L,Westminster Group PLC,4.05,LSE
16418,WSL.L,Worldsec Ltd,5.5,LSE
16419,WSP.L,Wynnstay Properties PLC,605.0,LSE
16420,WTAN.L,Witan Investment Trust PLC,240.0,LSE
16421,WTB.L,Whitbread PLC,3315.0,LSE
16422,WTE.L,Westmount Energy Ltd,12.5,LSE
16423,WTG.L,Watchstone Group PLC,50.5,LSE
16424,WWH.L,Worldwide Healthcare Trust PLC,3835.0,LSE
16425,WYN.L,Wynnstay Group PLC,500.0,LSE
16426,XAR.L,Xaar PLC,166.0,LSE
16427,XLM.L,XLMedia PLC,54.8,LSE
16428,XPD.L,Xpediator PLC,68.5,LSE
16429,XPP.L,XP Power Ltd,5130.0,LSE
16430,XPS.L,XPS Pensions Group PLC,124.0,LSE
16431,XSG.L,Xeros Technology Group PLC,278.5,LSE
16432,XTR.L,Xtract Resources PLC,5.45,LSE
